Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's Mutter ist ein Schmuckdesigner und ihr Vater ist ein Anwalt.
was a British costume designer , who was nominated for Academy Awards for her designs on " Agatha " ( 1979 ) and " Reds " ( 1981 ) . ||| Sie war ein britischer Kostümdesigner, der für ihre Designs auf "Agatha" (1979) und "Reds" (1981) für die Academy Awards nominiert wurde.
From that time the designer choosed her very individual way supperted by strong partners such as The Space Cinema in Piazza Duomo e la Rinascente Milano in february 2020 . ||| Seitdem wählte die Designer ihre sehr individuelle Art und Weise, die von starken Partnern wie The Space Cinema in Piazza Duomo e la Rinascente Milano im Februar 2020 unterstützt wurde.
Designer Patricia Zipprodt was nominated for a Tony Award and Drama Desk Award for her costume designs on the “ Alice in Wonderland ” revival . ||| Designerin Patricia Zipprodt wurde für Tony Award und Drama Desk Award für ihre Kostümdesigns auf der „Alice in Wonderland“ Revival nominiert.
The designer also created a line of home accessories called Swell , based on a book series she co - wrote with friend Ilene Rosenzweig , which made its debut at Target in 2003 . ||| Der Designer hat auch eine Reihe von Hausgeräten namens Swell erstellt, basierend auf einer Buchserie, die sie mit ihrer Freundin Ilene Rosenzweig geschrieben hat, die ihren Debüt bei Target im Jahr 2003 gemacht hat.
Her father , Raymond W. Lewis , Jr. , was an aerospace designer and her mother , Dorothy Borwick Lewis McIntyre a recreation director . ||| Ihr Vater, Raymond W. Lewis, Jr., war ein Aerospace Designer und ihre Mutter, Dorothy Borwick Lewis McIntyre, ist ein Recreation Director.
Superstitious , she also insisted on dressing room 55 because that was her lucky number and required that Hubert de Givenchy , her long - time designer , be given a credit in the film for her perfume . ||| Superstitious, sie bestand auch auf Kleidungsraum 55, weil es ihre glückliche Nummer war und verlangte, dass Hubert de Givenchy, ihr langzeitdesigner, für ihren Parfüm einen Kredit in den Film gegeben wurde.
A self - taught clothing designer , Immonen opened her first design boutique in Helsinki during World War II in 1942 which grew into a success despite the shortages of the ensuing years . ||| Immonen öffnete während des Zweiten Weltkriegs 1942 in Helsinki ihre erste Design Boutique, die trotz der Nachteile der kommenden Jahre zum Erfolg kam.
Her mother is a graphic designer and her father , who died when Carré was a teenager , was a designer and forensic animator . ||| Ihre Mutter ist ein Grafikdesigner und ihr Vater, der als Teenager gestorben war, war ein Designer und Forensikanimator.
French designer and art collector Hubert de Givenchy worked with Lane on her first major coverage of European art and the art market . ||| Französischer Designer und Künstlerkollektor Hubert de Givenchy arbeitete mit Lane auf ihrem ersten großen Coverage der europäischen Kunst und des Künstlermarktes.
A Jewish interior designer living in New York City , she lives with her gay best friend , Will Truman ( played by Eric McCormack ) , for a majority of the series . ||| Eine jüdische Innenarchitekt, die in New York City lebt, lebt sie mit ihrem gay besten Freund Will Truman (gespielt von Eric McCormack) für die Mehrheit der Serie.
The fashion designer Izawa had made the long journey down with her own handmade wedding dress with the intention of fulfill the couple 's plans of marriage . ||| Die Mode-Designerin Izawa hatte die lange Reise mit ihrem eigenen handgemachten Hochzeitsdress mit der Absicht, die Pläne des Paares zu erfüllen.
Her mother , Patricia MacTaggart , is a London - based interior designer and her father , Xavier Botana , is an Argentinian artist who lives in Buenos Aires . ||| Ihre Mutter, Patricia MacTaggart, ist ein London-basierter Innenarchitekt und ihr Vater, Xavier Botana, ist ein argentinischer Künstler, der in Buenos Aires lebt.
The designer identified Sévérine through her sexuality , and wanted to showcase the character as " sexy and exceptional and dark " by having her appear as naked as possible . ||| Die Designerin identifizierte Sévérine durch ihre Sexualität und wollte den Charakter als "seksuell und außergewöhnlich und dunkel" zeigen, indem sie so nackt wie möglich aussieht.
In 1926 , in her first year as a student at the famous Bauhaus design school in Dessau , Germany , the textile designer Margaretha Reichardt undertook a preliminary course run by Josef Albers and László Moholy - Nagy . ||| Im Jahr 1926, im ersten Jahr als Student an der berühmten Bauhaus-Designschule in Dessau, Deutschland, unterrichtete die Textildesignerin Margaretha Reichardt einen vorläufigen Kurs, der von Josef Albers und László Moholy - Nagy durchgeführt wurde.
Her mother is a fashion designer and her father works in the construction industry . ||| Ihre Mutter ist ein Fashion Designer und ihr Vater arbeitet in der Bauindustrie.
Costume designer Antonella Cannarozzi was nominated for an Academy Award for Best Costume Design for her work in the film , but the award went to Colleen Atwood for " Alice in Wonderland " . ||| Kostümdesigner Antonella Cannarozzi wurde für ihre Arbeit im Film für den Academy Award für Best Costume Design nominiert, aber die Auszeichnung ging zu Colleen Atwood für "Alice in Wonderland".
Dorothy Wright Liebes ( 14 October 1897 – 20 September 1972 ) was an American textile designer and weaver renowned for her innovative , custom - designed modern fabrics for architects and interior designers . ||| Dorothy Wright Liebes (* 14. Oktober 1897 – 20. September 1972) war eine amerikanische Textildesignerin und Weaverin, die für ihre innovativen, custom-designten modernen Fabriken für Architekten und Innenarchitekten bekannt ist.
A Hearst writer ghost wrote the newspaper page after 1918 , but the designer herself penned the " Good Housekeeping " and " Harper 's Bazaar " features throughout their duration , although the responsibility of producing a regular piece proved difficult , and she missed several deadlines . ||| Ein Schreibergeist schrieb die Zeitungsseite nach 1918, aber der Designer selbst schrieb die "Good Housekeeping" und "Harper's Bazaar" Funktionen während ihrer Dauer, obwohl die Verantwortung für die Produktion eines regelmäßigen Stück erschien schwierig, und sie verpasst mehrere Fristen.
Her mother was an interior designer and her father a " pied noir " and a real estate agent . ||| Ihre Mutter war ein Interior Designer und ihr Vater ein "Ped Noir" und ein Immobilienagent.
The designer first gained international recognition in 2000 with her collection „ Déclaration d’amour à l’Allemagne “ . ||| Die Designerin erhielt erstmals internationale Anerkennung im Jahr 2000 mit ihrer Sammlung „Deklaration d’amour à l’Allemagne“.
The designer also draws on her studies of Bohemianism , Dark Romanticism , and love for the literature , art and music of the Decadent movement . ||| Die Designerin zieht sich auch auf ihre Studien des Bohemianismus, des Dunklen Romantikums und der Liebe zur Literatur, Kunst und Musik der Decadentbewegung hin.
AG Hair was founded in 1989 by Lotte Davis , a South African - born graphic designer and her husband John Davis , a hairdresser from Liverpool , in their North Vancouver basement . ||| AG Hair wurde 1989 von Lotte Davis, einem südafrikanischen Grafikdesigner und ihrem Ehemann John Davis, einer Friseur aus Liverpool, in ihrem Nord-Vancouver-Boden gegründet.
Everything is produced in Moscow under the strict control of the designer herself . ||| Alles wird in Moskau unter strenger Kontrolle des Designer selbst produziert.
Fashion designer Valentino once commented on her physical resemblance to Marlene Dietrich . ||| Fashion Designer Valentino kommentierte einmal ihre physische Ähnlichkeit mit Marlene Dietrich.
Kanai was born in 1978 to parents with artistic backgrounds , her father being a graphic designer and her mother working for the Japanese fashion designer Issey Miyake . ||| Kanai wurde 1978 zu Eltern mit künstlerischen Hintergründen geboren, ihr Vater war ein Grafikdesigner und ihre Mutter arbeitete für den japanischen Modedesigner Issey Miyake.
No director , choreographer , set designer or costume designer was hired like back in her days as career performer . ||| Kein Regisseur, Choreographer, Set-Designer oder Kostüm-Designer wurde in ihren Tagen als Karriere-Performer angestellt.
In 1993 , a Beverly Hills graphic designer who said she had an on-and-off relationship with Sharkey from 1985 to 1991 announced that she was suing Sharkey ' s estate . ||| 1993 verkündete ein Beverly Hills Graphic Designer, der sagte, dass sie von 1985 bis 1991 eine On-and-off Beziehung mit Sharkey hatte, dass sie Sharkey's Immobilie sucht.
Designer Nicole Miller used Lynn 's " The Last High ( Y - Tron Remix ) " for her Spring 2013 campaign . ||| Designer Nicole Miller verwendet Lynn's "The Last High ( Y - Tron Remix ) " für ihre Spring 2013 Kampagne.
Costume designer Daphne Dare used artistic license with her costumes in the serial , since male Aztecs usually only wore brief loincloths and cloaks , while women were often topless . ||| Kostüme Designer Daphne Dare benutzte eine künstlerische Lizenz mit ihren Kostümen in der Serie, da die männlichen Aztecs in der Regel nur kurze Klamotten und Klamotten tragen, während die Frauen oft topless waren.
Her mother , Tessa , an interior designer spent time with her children playing tennis during their childhood . ||| Ihre Mutter, Tessa, ein Interior Designer, verbrachte Zeit mit ihren Kindern, die während ihrer Kindheit Tennis spielen.
Her maternal grandmother was a talented designer herself , and she displayed talent as a young girl in drawing and making clothes for her dolls . ||| Ihre Muttermutter war ein talentierter Designer, und sie zeigte das Talent als junge Mädchen in der Zeichnung und Herstellung von Kleidung für ihre Puppen.
Anne Fogarty ( February 2 , 1919 – January 15 , 1980 ) was an American fashion designer , active 1940–80 , who was noted for her understated , ladylike designs that were accessible to American women on a limited income . ||| Anne Fogarty (* 2. Februar 1919 – 15. Januar 1980) war eine amerikanische Mode-Designerin, die 1940–80 aktiv war, die für ihre unterstrichten, weiblichen Designs bemerkbar war, die amerikanischen Frauen auf begrenztem Einkommen zugänglich waren.
The designer praised her look and strong photographs , but criticized her runway walk as well as her lack of eye contact . ||| Der Designer lobte ihr Aussehen und starke Fotos, kritisierte aber ihre Spaziergänge sowie ihr Mangel an Augenkontakt.
Her designer was John Henslow , and she was identical with his contemporaneous except that " Echo " was a ship - sloop and " Busy " was a brig - sloop . ||| Ihr Designer war John Henslow, und sie war identisch mit seinem zeitgenössischen, mit Ausnahme der Tatsache, dass „Echo“ ein Schiff war – Sloop und „Busy“ ein Brig – Sloop.
Urai has also worked as a freelance graphic designer and video game journalist and through her work with Microsoft she has been sponsored by the company , wearing an Xbox 360 logo on her gear . ||| Urai hat auch als freier Graphic Designer und Video-Game Journalist gearbeitet und durch ihre Arbeit mit Microsoft wurde sie von der Firma gesponsert, mit einem Xbox 360-Logo auf ihrem Gerät.
In October 2014 , following the publication of the authorised biography Vivienne Westwood by the fashion designer and her co - author Ian Kelly , Gorman accused the authors and the publisher Picador of plagiarising substantial sections of material from his book " " . ||| Im Oktober 2014, nach der Veröffentlichung der autorisierten Biographie Vivienne Westwood durch den Mode-Designer und ihr Co-Autor Ian Kelly, beschuldigte Gorman die Autoren und Verleger Picador, wesentliche Abschnitte des Materials aus seinem Buch zu plagiieren.
Judianna Makovsky ( born August 24 , 1967 ) is an American costume designer , who is perhaps best known for her work on the films " Harry Potter and the Philosopher 's Stone " ( 2001 ) , " Seabiscuit " ( 2003 ) and " The Hunger Games " ( 2012 ) , as well as various films within the Marvel Cinematic Universe . ||| Judianna Makovsky (geboren am 24. August 1967) ist eine amerikanische Kostümdesignerin, die für ihre Arbeit auf den Filmen "Harry Potter and the Philosopher's Stone" (2001), " Seabiscuit" (2003) und "The Hunger Games" (2012) sowie verschiedene Filme im Marvel Cinematic Universe bekannt ist.
One of the former residents of Satoya , however , turns out to be a famous designer who owns a run-down villa on Miyakojima that she offers to let Jun turn into a inn . ||| Einer der ehemaligen Bewohner von Satoya scheint jedoch eine berühmte Designerin zu sein, die eine runs-down-Villa auf Miyakojima besitzt, die sie bietet, Jun in eine Inn zu lassen.
She became a designer herself at the company during the early 1930s and created a number of patterns on bone china and Queen ’s ware for Wedgwood . ||| Sie wurde in den frühen 1930er Jahren selbst ein Designer in der Firma und schuf eine Reihe von Mustern auf Knochen China und Queen ́s Ware für Wedgwood.
The designer also said she had to make some adaptations to a suit worn by Ormond , as she is a completely different body shape to her character , Vivien Leigh . ||| Die Designerin sagte auch, dass sie einige Anpassungen an eine Kleidung von Ormond machen musste, da sie eine völlig andere Körperform ist als ihr Charakter, Vivien Leigh.
The American designer Anne Fogarty was particularly noted for her full - skirted designs worn over crinoline petticoats , which were always separate garments from the dress to enable ease of movement and travelling . ||| Die amerikanische Designerin Anne Fogarty wurde besonders für ihre voll - geschnittenen Designs bemerkt, die über Crinoline Petticoats tragen, die immer von der Kleidung getrennt waren, um Bewegung und Reisen zu erleichtern.
American urban landscape designer Renée Gunter uses this plant in her South Los Angeles lawn as a drought - resistant alternative to thirstier plants . ||| American urban landscape designer Renée Gunter nutzt diese Pflanze in ihrer South Los Angeles lawn als trockenbeständige Alternative zu Thirstier Pflanzen.
When she returned to Alabama she hired a designer for a hand-operated device to keep a windshield clear and had a local company produce a working model . ||| Als sie nach Alabama zurückkehrte, miete sie einen Designer für ein handgeführtes Gerät, um einen Windschild klar zu halten und hatte eine lokale Firma ein Arbeitsmodell herzustellen.
Shoulder pads originally became popular for women in the 1930s when fashion designer Elsa Schiaparelli included them in her designs of 1931 . ||| Schulterpads wurden ursprünglich für Frauen in den 1930er Jahren beliebt, als die Mode-Designerin Elsa Schiaparelli sie in ihre 1931er-Designs aufgenommen hat.
Then the designer insists the home owner leave and do not return to their house in 2 days as the designer and her crew prepares to finish renovating their house with a budget under $ 5000 . ||| Dann drängt der Designer auf, dass der Hausbesitzer verlässt und nicht in 2 Tage nach Hause zurückkehrt, da der Designer und ihr Besatzung sich vorbereiten, die Renovierung ihres Hauses mit einem Budget unter $ 5000 zu beenden.
Rachel Hauck is a scenic designer based in New York City who is known for her work in Anaïs Mitchell 's musical " Hadestown " on and off - Broadway and in London , John Leguizamo 's " Latin History for Morons " on and off - Broadway , and her extensive off - Broadway work . ||| Rachel Hauck ist ein Landschaftsdesigner mit Sitz in New York City, die für ihre Arbeit in Anaïs Mitchell's Musical "Hadestown " auf und ab - Broadway und in London, John Leguizamo's "Latin Geschichte für Morons " auf und ab - Broadway, und ihre umfangreiche off - Broadway Arbeit bekannt ist.
Costume designer Karyn Wagner spoke of her role within " The Possibilities " , more so her involvement in the van sequence with Cassidy , Fiore and DeBlanc , wherein Wagner stated , " For a stunt like this , you have to consider what you can get 8 to 12 of , because you nee multiple takes for principal actors . ||| Kostüm Designer Karyn Wagner sprach von ihrer Rolle in " Die Möglichkeiten ", mehr so ihre Beteiligung in der Van-Sektion mit Cassidy, Fiore und DeBlanc, in dem Wagner sagte, " Für einen Stunt wie dies, müssen Sie berücksichtigen, was Sie bekommen können 8 bis 12 von, weil Sie nee Multiple nehmen für die Haupt-Akteure.
In her collection " Ariege " , fashion designer Marcela Calvet named one of her most sought - after handbags " Corinne " , in her honor . ||| In ihrer Kollektion " Ariege " nannte die Mode-Designerin Marcela Calvet einen ihrer am meisten gesuchten - nach Handtaschen " Corinne ", in ihrer Ehre.
In 2003 , the designer launched her Dolly Girl fragrance together with several limited edition sets in the Dolly Girl series . ||| Im Jahr 2003 lancierte die Designerin ihre Dolly-Girl-Aroma zusammen mit mehreren begrenzten Editionssätzen in der Dolly-Girl-Serie.
British designer Gina Franklyn sold British fashions out of her shop 99 , located at 99 MacDougal Street in New York 's Greenwich Village . ||| Die britische Designerin Gina Franklyn verkaufte britische Mode aus ihrem 99-Shop, der an der 99 MacDougal Street im Greenwich Village in New York befindet.
She was the eldest daughter of the merchant Herman Kohany ( 1882–1942 ) who perished in the Holocaust under unknown circumstances , and Paulina Kohany , née Raaber ( 1882–1942 ) , a porcelain designer in her youth , who was killed along with her younger daughter Hilde Kohany ( 1920–1942 ) in Treblinka . ||| Sie war die älteste Tochter des Händlers Herman Kohany ( 1882–1942), der unter unbekannten Umständen im Holocaust verstorben ist, und Paulina Kohany, Née Raaber ( 1882–1942), ein Porzelliner in ihrer Jugend, der zusammen mit ihrer jüngeren Tochter Hilde Kohany ( 1920–1942 ) in Treblinka getötet wurde.
Bobbie 's father was theologian Morris S. Seale , her sister was Thea Porter the fashion designer and her brother was writer and journalist Patrick Seale . ||| Bobbie's Vater war Theologe Morris S. Seale, ihre Schwester war Thea Porter der Mode-Designer und ihr Bruder war Schriftsteller und Journalist Patrick Seale.
The biological mother of Mia who was often portrayed as faceless character who lived in New York as fashion designer having her face always covered by a sculpture , in the 1st half of the show . ||| Die biologische Mutter von Mia, die oft als anschauliches Charakter dargestellt wurde, das in New York als Mode-Designer lebte, das ihr Gesicht immer von einer Skulptur bedeckt war, in der ersten Hälfte der Show.
Two days later the project was revealed to be a hoax perpetrated by Funny Or Die , after the video 's costume designer posted the experience on her online resume . ||| Zwei Tage später wurde das Projekt als eine Hose offenbart, die von Funny Or Die verübt wurde, nachdem der Video's Costume Designer die Erfahrung auf ihrem Online-Resume veröffentlicht hat.
designer Dhafali Devi won the award for her rug under the Discipline category . ||| Designer Dhafali Devi gewann den Preis für ihre Ringe unter der Disziplin-Kategorie.
The Sui by Anna Sui line and her jeans line continued under operation after the designer left her designer job at Gilmar 's Cento X Cento . ||| Die Sui von Anna Sui Linie und ihre Jeans Linie wurde weiterhin in Betrieb, nachdem der Designer ihren Designerjob bei Gilmar's Cento X Cento verlassen hat.
As costume designer Rita Riggs described in her 2001 Archive of American Television interview , Lear 's idea was to create the feeling of sepia tones , in an attempt to make viewers feel as if they were looking at an old family album . ||| Wie Kostümdesigner Rita Riggs in ihrem 2001 Archive of American Television Interview beschrieben hat, war Lear's Idee, das Gefühl von Sepia-Tonen zu schaffen, in einem Versuch, die Zuschauer fühlen zu lassen, als ob sie ein altes Familienalbum ansehen.
After her mother 's death , New York City fashion designer Lisa Rayborn ( Natasha Henstridge ) returns to her hometown and family farm . ||| Nach dem Tod ihrer Mutter kehrt die New York City-Fashion Designerin Lisa Rayborn (Natasha Henstridge) zurück in ihre Heimatstadt und ihre Familienfarm.
Rita Ryack is a costume designer who was nominated for an Academy Award for Best Costume Design at the 73rd Academy Awards for her work in " How the Grinch Stole Christmas " . ||| Rita Ryack ist ein Kostümdesigner, die bei der 73. Academy Awards für ihre Arbeit in "How the Grinch Stole Christmas" für einen Academy Award für Best Costume Design nominiert wurde.
It is important that in order to be an industrial design the product has to be produced in an industrial way , for example an artisan ca not be considered an industrial designer although she may challenge the same aspects of a product . ||| Es ist wichtig, dass, um ein industrielles Design zu sein, das Produkt auf industrielle Weise hergestellt werden muss, zum Beispiel ein Künstler nicht als industrieller Designer betrachtet werden kann, obwohl sie die gleichen Aspekte eines Produkts herausfordern kann.
Elizabeth Florence Emanuel ( née Weiner , born 5 July 1953 ) is a British fashion designer who is best known for designing , with her former husband David Emanuel , the wedding dress worn by Diana , Princess of Wales , in 1981 . ||| Elizabeth Florence Emanuel (née Weiner, 5. Juli 1953) ist eine britische Mode-Designerin, die am besten bekannt ist, dass sie mit ihrem ehemaligen Mann David Emanuel das Hochzeitskleid von Diana, Prinzessin von Wales, im Jahr 1981 entworfen hat.
designer Dhafali Devi won the award for her rug . ||| Designer Dhafali Devi gewann den Preis für ihre Ringe.
The designer Jill Richards , herself a Hollywood actress of around the same era , favoured it in her collections of the 1970s , attracting a clientele of names such as Nancy Reagan . ||| Die Designerin Jill Richards, selbst eine Hollywood-Aktrice aus der selben Ära, liebte es in ihren Kollektionen der 1970er Jahre, die einen Kunden von Namen wie Nancy Reagan anziehen.
Beulah Elizabeth Hazelrigg Brown ( November 24 , 1892 – March 26 , 1987 ) was a Hoosier painter , educator , and textile designer who is best known for her bold , colorful , abstract patterns for fabrics , as well as figure , genre , landscapes , and floral still - life paintings in watercolor , her preferred media . ||| Beulah Elizabeth Hazelrigg Brown (24. November 1892 – 26. März 1987) war ein Hoosier Maler, Erzieher und Textildesigner, der am besten für ihre witzigen, farbigen, abstrakten Muster für Fabriken sowie Figuren, Genres, Landschaften und Blumen bekannt ist.
Chanel chief designer Karl Lagerfeld noted Zhou Xun for her strong fashion sense , describing the actress as " a synthesis of young Coco Chanel and Ballet Troupe Zizi Jeanmaire . " ||| Chanel Chief Designer Karl Lagerfeld bemerkte Zhou Xun für ihr starkes Modegefühl, die Schauspielerin als "eine Synthese der jungen Coco Chanel und Ballet Troupe Zizi Jeanmaire" beschreibt.
She portrayed fashion designer `` Margo Lynley '' from the serial ' s inception until 1992 when she left to begin a family . ||| Sie portrettierte den Mode-Designer "Margo Lynley" vom Beginn der Serie bis 1992 als sie eine Familie begann.
Under the label " LalicA " , the designer has produced her clothing line since 2002 . ||| Unter dem Etikett "LalicA" hat die Designer ihre Kleidungslinie seit 2002 produziert.
He also brought first - time collaborators production designer Barbara Ling based on her work in recreating historical settings in " The Doors " , and costume designer Arianne Phillips , who had a strong client list to her name including Tom Ford , James Mangold and Madonna . ||| Er brachte auch die erste - Zeit Mitarbeiter Produktionsdesigner Barbara Ling auf der Grundlage ihrer Arbeit in der Erholung historischer Einrichtungen in " Die Türen " und Kostüm Designer Arianne Phillips, die eine starke Kundenliste zu ihrem Namen, einschließlich Tom Ford, James Mangold und Madonna.
Pope opted to leave Naughty Dog around 2010 , after " " was released , to move to Saitama , Japan , along with his wife Keiko , a game designer herself . ||| Papst entschied sich, um Naughty Dog um 2010 zu verlassen, nachdem " " freigelassen wurde, um zu Saitama, Japan, zusammen mit seiner Frau Keiko, ein Spieldesigner selbst.
Production designer Mihaela Poenaru drew on her recollections of the period to prepare the locations . ||| Die Produktionsdesignerin Mihaela Poenaru drückte auf ihre Erinnerungen der Periode, um die Standorte vorzubereiten.
Regarding The Silence of the Lambs mentioned above , I remember a behind-the-scenes documentary on it , and in it the costume designer for the film mentioned that she specifically strove for more ageless clothing for everyone , rather than what would have been characteristic of the early 1990s . ||| In Bezug auf The Silence of the Lambs, die oben erwähnt wurde, erinnere ich mich an einen Hinter-the-Scenes-Dokumentar darüber, und in ihm die Kostüm-Designerin für den Film erwähnt, dass sie spezifisch für mehr unalterliche Kleidung für alle, anstatt, was charakteristisch wäre der frühen 1990er Jahre.
Olga , the main character , wants to be a costumes and set designer and her dreams come true when she works as an assistant for the famous edition of " La Traviata " directed by Luchino Visconti in 1955 . ||| Olga, die Hauptfigur, will ein Kostüm- und Set-Designer werden und ihre Träume werden wahr, wenn sie als Assistentin für die berühmte Ausgabe von "La Traviata" von Luchino Visconti im Jahr 1955 arbeitet.
This episode introduces the station ' s graphics designer , Mona , as she draws pictures for Nas ' story for the children ' s segment `` Listen With Frank '' . ||| Dieser Abschnitt präsentiert den Grafiken Designer, Mona, als sie Bilder für Nas 'geschichte für die Kinder's Segment `` Listen With Frank '.
At the same time , the designer wanted her creations to be equally as interesting on an intellectual level for parents to enjoy also . ||| Gleichzeitig wollte der Designer, dass ihre Kreationen auf intellektueller Ebene ebenso interessant sein sollten, dass die Eltern auch genießen können.
Although costume designer Vasuki Baskar wrote on her social media account that the first look of the film would be released on 13 November , during the Diwali festival , it was unveiled on 15 December 2012 at Yuvan Shankar Raja 's concert in Malaysia . ||| Obwohl Kostümdesigner Vasuki Baskar auf ihrem Social Media-Account geschrieben hat, dass der erste Blick auf den Film am 13. November während des Diwali-Festivals veröffentlicht wird, wurde er am 15. Dezember 2012 am Konzert von Yuvan Shankar Raja in Malaysia veröffentlicht.
Jenny Hellström ( born 1976 in Hofors , Gästrikland ) is both the name of a Swedish designer and her clothing brand . ||| Jenny Hellström (geboren 1976 in Hofors, Gästrikland) ist sowohl der Name eines schwedischen Designer und ihrer Kleidungsmarke.
After World War II the famous designer reestablished herself . ||| Nach dem Zweiten Weltkrieg hat sich der berühmte Designer neu etabliert.
Prominent Lithuanian clothing designer usually organizes his collections presentations in Vilnius . ||| Der renommierte litauische Kleidungsdesigner organisiert in der Regel seine Kollektionen in Vilnius.
For example , if one worker designs cars and another builds them , the designer will use his cognitive skills more frequently than the builder . ||| Zum Beispiel, wenn ein Arbeiter Autos entwerfen und der andere sie baut, wird der Designer seine kognitiven Fähigkeiten häufiger als der Bauer verwenden.
In 2017 , it was reported that the designer of Comic Sans had only used his typeface once . ||| Im Jahr 2017 wurde berichtet, dass der Designer von Comic Sans nur einmal sein Typface benutzt hat.
Nilssen maintains that the ovens were designed by Torsten Hoff , a renowned designer of ovens , who established himself as a sculptor in Christiania in 1711 , working there until his 1754 death . ||| Nilssen behauptet, dass die Schafe von Torsten Hoff, einem renommierten Schafe-Designer, entworfen wurden, der sich 1711 als Skulptur in Christiania etabliert hat und dort bis zu seinem Tod 1754 arbeitet.
There is a chance that additional information could impede the reusability of the service as the service consumer designer may streamline his design based on this knowledge . ||| Es besteht die Wahrscheinlichkeit, dass zusätzliche Informationen die Wiederverwendung des Dienstes verhindern könnten, da der Service-Verbraucher-Designer sein Design auf der Grundlage dieses Wissens vereinfachen kann.
Elwood Engel , famous for being lead designer of the 1961 Lincoln Continental and for his work as chief designer at Chrysler in the 1960s , was Staff Stylist ( and consequently roamed all of the design studios ) at Ford during this period and worked very closely with John Najjar in developing not only the 1958 , but also the 1959 update . ||| Elwood Engel, berühmt für seine führende Designerin des 1961 Lincoln Continental und für seine Arbeit als Chief Designerin bei Chrysler in den 1960er Jahren, war Staff Stylist (und folglich alle Designstudios) bei Ford während dieser Zeit und arbeitete sehr eng mit John Najjar bei der Entwicklung nicht nur der 1958, sondern auch der 1959 Update.
A successful and well known designer and craftsman in hand wrought silver jewelry by vocation , Joe 's greatest creative drive went into his work in sculpture . ||| Ein erfolgreicher und bekannter Designer und Künstler in der Hand geworfenes Silber Schmuck durch Berufung, Joe's größte kreative Bewegung ging in seine Arbeit in der Skulptur.
He , probably more than any designer knew his customer and understood her . " ||| Er, wahrscheinlich mehr als jeder Designer, wußte seinen Kunde und verstanden sie. "
O. S. Nock describes it as ‘ the most disappointing and tactless act in his short and stormy career as CME , ’ and Allen stated ‘ he turned it into a machine of such hideous appearance as might well have made its designer turn in his grave . ||| O. S. Nock beschreibt es als „die enttäuschendste und berührungslosste Handlung in seiner kurzen und stürmischen Karriere als CME“, und Allen erklärte, dass er es in eine Maschine mit so verrücktem Erscheinungsbild verwandelt hat, wie es sein Designer in seinen Grab geführt haben könnte.
In October 1998 , Hyundai complained to the BBC about what they described as " bigoted and racist " comments he made at the Birmingham Motor Show , where he was reported as saying that the people working on the Hyundai stand had " eaten a dog " and that the designer of the Hyundai XG had probably eaten a spaniel for his lunch . ||| Im Oktober 1998 klagte Hyundai an die BBC über das, was sie als "Bigoted und rassistisch" beschrieben haben, Kommentare, die er an der Birmingham Motor Show gemacht hat, wo er berichtet wurde, dass die Leute, die auf dem Hyundai Stand arbeiten, "ein Hund gegessen haben" und dass der Designer der Hyundai XG wahrscheinlich für seinen Mittagessen ein Spaniel gegessen hat.
In his " New York Times " review , Frank Rich wrote : " In his brilliant lighting ... the designer Dennis Parichy has captured the entire spectrum of weather known to habitues of New England beaches in August . ||| In seiner "New York Times" Bewertung, Frank Rich schrieb: "In seinem brillanten Beleuchtung... der Designer Dennis Parichy hat das ganze Spektrum des Wetter bekannt für die Gewohnheiten der New England Strände im August gefangen.
Pfitzner , a “ designer of high - class gasoline motors , transmissions , and gears ” was employed by Glen Curtiss at his Hammondsport factory . ||| Pfitzner, ein "Designer von hohen Benzinmotoren, Transmissions und Gears" wurde von Glen Curtiss an seiner Hammondsport-Fabrik beschäftigt.
The designers were able to create a room for Italy , Mexico or Thailand , with one paint can being empty , which let that one designer choose whatever country he wanted . ||| Die Designer konnten ein Raum für Italien, Mexiko oder Thailand erstellen, mit einer Farbe kann leer sein, die es einem Designer ermöglicht, welches Land er gewünscht hat zu wählen.
In the former case , device drivers may be required which the system designer may or may not be able to rely on if he has no control over the client device -LRB- as in the case of authentication to a public website -RRB- . ||| In dem vorherigen Fall können Gerätfahrer verlangt werden, auf die der Systemdesigner verlassen kann oder nicht in der Lage sein kann, wenn er keine Kontrolle über das Client-Gerät -LRB- hat, wie im Fall der Authentifizierung auf eine öffentliche Website -RRB-.
1520–1601 ) was a Franc - comtois sculptor , trained as a " menuisier " or wood - worker ; as a designer of Mannerist ornaments , his published designs , such as " Oevvre de la diversite des termes , do nt on use en architecture , reduicts en ordres " , Lyon , 1572 , inspired luxury furnishings , such as dressoires , armoires and cabinets . ||| 1520-1601) war ein französischer - comtois-Skulptor, trainiert als ein "Meniisier" oder Holz - Arbeiter; als Designer von Mannerist-Ornamenten, seine veröffentlichten Designs, wie "Oevvre de la diversite des termes, do nt on use en architecture, reduicts en ordres ", Lyon, 1572, inspiriert Luxusmöbel, wie Dressoires, Armoires und Cabinets.
From the leftovers of the furniture production the young designer started to create leather bags and accessoires since he did not want to waste any material and started to sell them along with his furniture collection at trade fairs . ||| Von den Rücken der Möbelproduktion begann der junge Designer, Ledertaschen und Zubehör zu erstellen, da er kein Material verbrauchen wollte, und begann, sie zusammen mit seiner Möbelkollektion an Handelsfeier zu verkaufen.
