Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara est un designer de bijoux et son père est un avocat.
The Soviets also captured schematics for the gun and the designer himself . ||| Les Soviets ont également capturé des schémas pour l'arme et le concepteur lui-même.
The former chief designer of Audi Hartmut Warkuss saw his talent and potential immediately and offered him a scholarship for the Royal College of Art in London , the international elite college in design . ||| L'ancien chef de la conception d'Audi Hartmut Warkuss a vu son talent et son potentiel immédiatement et lui a offert une bourse pour le Royal College of Art à Londres, l'élite internationale de la faculté de design.
In Italy , the designer Gio Ponti was famous for his streamlined designs . ||| En Italie, le concepteur Gio Ponti était célèbre pour ses conceptions rigoureuses.
Tom Tjaarda ( July 23 , 1934 – June 2 , 2017 ) was an automobile designer noted for his work on a broad range of automobiles — estimated at over eighty — from exotic sports cars including the Ferrari 365 California , De Tomaso Pantera and Aston Martin Lagonda Coupé to high - volume popular cars including the first generation Ford Fiesta ( 1972 ) and the Fiat 124 Spider ( 1966 ) . ||| Tom Tjaarda (23 juillet 1934 – 2 juin 2017) était un designer automobile noté pour son travail sur une large gamme de voitures - estimées à plus de huit - de voitures sportives exotiques telles que la Ferrari 365 Californie, De Tomaso Pantera et Aston Martin Lagonda Coupé à haut volume voitures populaires telles que la première génération Ford Fiesta ( 1972 ) et la Fiat 124 Spider ( 1966 ).
The designer of the structure is unknown , however , it was possibly Jensen himself , or his friend , prairie school architect Hugh Garden . ||| Le concepteur de la structure est inconnu, cependant, il était peut-être Jensen lui-même, ou son ami, l'architecte de l'école prairie Hugh Garden.
Aside from music , Shelby is a UX Designer / Graphic Designer / Painter and his work spans from album layouts ( most notably Ire Works by The Dillinger Escape Plan ) , logos and interface designs . ||| En dehors de la musique, Shelby est un UX Designer / Graphic Designer / Painter et son travail s'étend des layouts d'album (plus particulièrement Ire Works par The Dillinger Escape Plan ), des logos et des concepts d'interface.
There were two dirt track race cars called " Jimmy " and " Jimmy , Jr. " after the chief designer and his son . ||| Il y a eu deux voitures de course de piste durs appelées " Jimmy " et " Jimmy, Jr. " après le concepteur principal et son fils.
The rifle 's designer , Mikhail Kalashnikov lived in Izhevsk until his death in 2013 . ||| Le designer du fusil, Mikhail Kalashnikov a vécu à Izhevsk jusqu'à sa mort en 2013.
He trained from 1701 to 1702 with the Brussels tapestry designer Lodewijk van Schoor who had established himself in Antwerp in 1696 . ||| Il a formé de 1701 à 1702 avec le designer de tapis de Bruxelles Lodewijk van Schoor qui s'est établi à Antwerp en 1696.
In 2014 , American firearms designer Jim Sullivan provided a video interview regarding his contributions to the M16 / M4 family of rifles when working for Armalite . ||| En 2014, le designer américain d'armes à feu Jim Sullivan a fourni un entretien vidéo sur ses contributions à la famille des armes M16 / M4 quand il travaille pour Armalite.
Lithgow was chief draughtsman - designer and his work was crucial to their strategy of standardising hull shapes and components , thus increasing efficiency and profitability . ||| Lithgow était le chef de dessinateur - concepteur et son travail a été crucial pour leur stratégie de normaliser les formes et les composants des trous, ce qui augmente l'efficacité et la rentabilité.
His father was a movie theatre projector designer and his grandfather made parts for phonograph machines . ||| Son père était un designer de projecteur de cinéma et son grand-père a fait des pièces pour les machines phonographiques.
Mayén was an industrial designer , and following his graduation from Columbia , taught classes in advertising design at his alma mater , Cooper Union , and The New School , both in Manhattan . ||| Mayén était un designer industriel, et après son diplôme de Columbia, enseignait des cours de conception publicitaire à son alma mater, Cooper Union et The New School, à la fois à Manhattan.
The designer saw his original clothing at the National Museum of Costume . ||| Le designer a vu ses vêtements originaux au Musée national de costume.
Indeed , models basically play the same role in economics as in fashion : they provide an articulated frame on which to show off your material to advantage ... ; a useful role , but fraught with the dangers that the designer may get carried away by his personal inclination for the model , while the customers may forget that the model is more streamlined than reality . ||| En fait, les modèles jouent essentiellement le même rôle dans l'économie que dans la mode : ils fournissent un cadre articulé sur lequel montrer votre matériel à l'avantage... ; un rôle utile, mais frappé avec les dangers que le designer peut être porté par sa inclination personnelle pour le modèle, tandis que les clients peuvent oublier que le modèle est plus rigoureux que la réalité.
Despite his initial anger , the designer , Walter Allward , sees amazing carving skills within Klara , and how the portrait of the young man 's face increases the much desired allegory for those youthful men who were lost in the war . ||| Malgré sa colère initiale, le designer, Walter Allward, voit des compétences incroyables dans Klara, et comment le portrait du visage du jeune homme augmente l'allégorie très désirée pour ces jeunes hommes qui ont été perdus dans la guerre.
Internationally acclaimed Ghanaian - British designer Ozwald Boateng introduced African print suits in his 2012 collection . ||| International acclamé Ghanaian - le concepteur britannique Ozwald Boateng a introduit des suites d'impression africaines dans sa collection 2012.
The designer Romeo Gigli used me as his muse , and designed an entire collection on me . ||| Le designer Romeo Gigli m'a utilisé comme son musée, et a conçu une collection entière sur moi.
In his book , " Craft of Gardens " , the garden designer Ji Cheng wrote : " The spirit and the charm of mountains and forests must be studied in depth ; ... only the knowledge of the real permits the creation of the artificial , so that the work created possesses the spirit of the real , in part because of divine inspiration , but especially because of human effort . ||| Dans son livre, « Craft of Gardens », le jardinier Ji Cheng a écrit : « L’esprit et le charme des montagnes et des forêts doivent être étudiés en profondeur ;... seulement la connaissance du réel permet la création du artificiel, de sorte que l’œuvre créée possède l’esprit du réel, en partie à cause de l’inspiration divine, mais surtout à cause de l’effort humain.
Fashion designer Jasper Conran is his son with his second wife , writer Shirley Conran . ||| Designer de la mode Jasper Conran est son fils avec sa deuxième femme, l'écrivain Shirley Conran.
Costume designer William Ware Theiss began working on new designs for the Starfleet uniforms , some based on his creations for " The Original Series " , others being a radical departure . ||| Costume designer William Ware Theiss a commencé à travailler sur de nouveaux designs pour les uniformes Starfleet, certains basés sur ses créations pour " The Original Series ", d'autres étant un départ radical.
The game 's designer , Phil Fish , became renowned in a way unusual for game developers due to his prominence in " " , which released in 2012 . ||| Le concepteur du jeu, Phil Fish, est devenu célèbre d'une manière inhabituelle pour les développeurs de jeux en raison de sa réputation dans " ", qui a été sorti en 2012.
Billionaire industrial designer , and founder of the Dyson company , James Dyson has pledged his support for the project . ||| Billionaire designer industriel, et fondateur de la société Dyson, James Dyson a promis son soutien pour le projet.
Philip Anthony Treacy ( born 26 May 1967 ) is an Irish award - winning haute couture milliner , or hat designer , who has been mostly based in London for his career , and who was described by " Vogue " magazine as " perhaps the greatest living milliner " . ||| Philip Anthony Treacy (né le 26 mai 1967) est un prix irlandais - gagnant haute couture milliner, ou designer de chapeaux, qui a été principalement basé à Londres pour sa carrière, et qui a été décrit par " Vogue " magazine comme "probablement le plus grand vivant milliner ".
During the first years of the SECR , express passenger services were well served by Wainwright ' s ' D ' and ' E ' 4-4-0 classes but loads continued to increase and by 1912 the designer realised that he would soon need more powerful locomotives . ||| Au cours des premières années de la SECR, les services express de passagers ont été bien servi par les classes 4-4-0 de Wainwright's 'D' et 'E' mais les charges ont continué à augmenter et en 1912 le concepteur a réalisé qu'il aurait bientôt besoin de locomotives plus puissantes.
Macdonald 's training as a designer and his interest in children 's paintings encouraged his experimentation with abstract art . ||| Macdonald's formation en tant que concepteur et son intérêt pour les peintures des enfants a encouragé son expérimentation avec l'art abstrait.
Francesco Laparelli was the city 's principal designer and his plan departed from medieval Maltese architecture , which exhibited irregular winding streets and alleys . ||| Francesco Laparelli était le principal concepteur de la ville et son plan s'est retiré de l'architecture maltaise médiévale, qui a montré des rues et des aléas irréguliers.
Every year , the designer takes his guests into a surreal world . ||| Chaque année, le designer emmène ses invités dans un monde surréel.
As the lead designer in the firm Bebb and Gould , with his partner , Charles H. Bebb , Gould was responsible for many notable Pacific Northwest buildings , such as the original Seattle Art Museum and for the campus plan of the University of Washington . ||| En tant que designer de premier plan dans la firme Bebb et Gould, avec son partenaire, Charles H. Bebb, Gould était responsable de nombreux bâtiments notables du Pacifique Nord-Ouest, tels que l'original Seattle Art Museum et pour le plan de campus de l'Université de Washington.
Fashion designer Paul Poiret played himself . ||| Designer de la mode Paul Poiret a joué lui-même.
In this session , the designer Charles - Nicolas Cochin was also admitted for his design of that print . ||| Dans cette séance, le designer Charles - Nicolas Cochin a également été admis pour son design de cette imprimante.
In 2010 , the designer presented his forth collection , " Slave " , as a part of Fashion East Menswear Installation . ||| En 2010, le concepteur a présenté sa première collection, « Slave », dans le cadre de la Fashion East Menswear Installation.
Michael McDonald ( born c. 1963 ) is an American costume designer who was nominated for both a Tony Award and a Drama Desk Award in 2009 for his work on the Broadway revival of the musical " Hair " . ||| Michael McDonald (né c. 1963 ) est un designer de costumes américain qui a été nominé à la fois pour un Tony Award et un Drama Desk Award en 2009 pour son travail sur la revivalation de Broadway du musical " Hair ".
The designer of the game , Kevin Wilson , claims that he can win equally well no matter which team he is playing . ||| Le concepteur du jeu, Kevin Wilson, affirme qu'il peut gagner aussi bien qu'il joue.
The head designer discussed his casting : " It seemed like a great idea to me , as casting through Instagram seemed cool , current and strong . ||| Le chef designer a discuté de son casting : " Cela semblait une bonne idée pour moi, car casting via Instagram semblait cool, actuel et fort.
The fashion designer Alexander McQueen committed suicide by hanging himself at his flat in 7 Green Street in 2010 . ||| Le designer de la mode Alexander McQueen s'est suicidé en se pendant dans son appartement à 7 Green Street en 2010.
Fez " designer and Polytron founder Phil Fish gained celebrity status for his outspoken public persona and his prominence in the 2012 documentary " " , which detailed " Fez " final stages of development and Polytron 's related legal issues . ||| Fez " concepteur et fondateur de Polytron Phil Fish a obtenu le statut de célébrité pour sa personnalité publique remarquable et sa prominence dans le documentaire 2012 ", qui a détaillé " Fez " les étapes finales du développement et les questions juridiques liées à Polytron.
Production designer Simon Bowles won an award from the British Film Designers Guild on 27 January 2013 for his production design on this film . ||| Production designer Simon Bowles a remporté un prix du British Film Designers Guild le 27 janvier 2013 pour son design de production sur ce film.
The designer , Draper Kauffman , had been trying to develop a `` global strategy game '' for many years when he received a copy of Illuminati . ||| Le designer, Draper Kauffman, avait essayé de développer un « jeu de stratégie mondiale » pendant de nombreuses années quand il a reçu une copie des Illuminati.
Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's mère est un designer de bijoux et son père est un avocat.
Tsukiko Sagi , a shy character designer who created the immensely popular pink dog Maromi , finds herself under pressure to repeat her success . ||| Tsukiko Sagi, un designer de personnages shy qui a créé l'immensément populaire chien rose Maromi, se trouve sous pression pour répéter son succès.
Costume designer Julie Weiss was also nominated for her work , but lost out to James Acheson of " Restoration " . ||| Costume designer Julie Weiss a également été nominée pour son travail, mais perdu à James Acheson de "Restoration ".
This event cemented the growing partnership with Stella Jean , as the designer is expanding her work to more countries where the Initiative works : ||| Cet événement a cimenté la partenariat croissante avec Stella Jean, car le designer étend son travail à plus de pays où l’Initiative fonctionne :
The designer opened her first retail location in 1992 at 113 Greene Street in New York City 's Soho District . ||| Le designer a ouvert sa première location de détail en 1992 à 113 Greene Street dans le Soho District de New York.
The designer of Dior Fine Jewelry Victoire de Castellane launched her own watch named " Le D de Dior " ( French : " The D of Dior " ) . ||| La conceptrice de Dior Fine Jewelry Victoire de Castellane a lancé sa propre montre appelée " Le D de Dior " (en français : " Le D de Dior " ).
Today she is looking to sell off its Donna Karan business , less than a year after the fashion designer stepped down from her namesake brand . ||| Aujourd’hui, elle cherche à vendre son entreprise Donna Karan, moins d’un an après que le designer de mode s’est retiré de sa marque nommée.
Paris was the final destination during the winter show season and British designer Vivienne Westwood made her the lead model in her show . ||| Paris était la destination finale pendant la saison d'émission d'hiver et le designer britannique Vivienne Westwood l'a fait le modèle principal dans son spectacle.
was a British costume designer , who was nominated for Academy Awards for her designs on " Agatha " ( 1979 ) and " Reds " ( 1981 ) . ||| était un designer de costume britannique, qui a été nominé aux Academy Awards pour ses dessins sur " Agatha " ( 1979 ) et " Red " ( 1981 ).
From that time the designer choosed her very individual way supperted by strong partners such as The Space Cinema in Piazza Duomo e la Rinascente Milano in february 2020 . ||| À partir de ce moment-là, le designer a choisi sa façon très individuelle soutenue par des partenaires forts comme The Space Cinema à Piazza Duomo et la Rinascente Milano en février 2020.
Designer Patricia Zipprodt was nominated for a Tony Award and Drama Desk Award for her costume designs on the “ Alice in Wonderland ” revival . ||| Designer Patricia Zipprodt a été nominée pour un Tony Award et Drama Desk Award pour ses designs de costumes sur la revival « Alice in Wonderland ».
The designer also created a line of home accessories called Swell , based on a book series she co - wrote with friend Ilene Rosenzweig , which made its debut at Target in 2003 . ||| Le designer a également créé une ligne d'accessoires à la maison appelée Swell, sur la base d'une série de livres qu'elle a co-écrite avec son ami Ilene Rosenzweig, qui a fait son debut à Target en 2003.
Her father , Raymond W. Lewis , Jr. , was an aerospace designer and her mother , Dorothy Borwick Lewis McIntyre a recreation director . ||| Son père, Raymond W. Lewis, Jr., était un designer aérospatial et sa mère, Dorothy Borwick Lewis McIntyre, un directeur de récréation.
Superstitious , she also insisted on dressing room 55 because that was her lucky number and required that Hubert de Givenchy , her long - time designer , be given a credit in the film for her perfume . ||| Superstitious, elle a également insisté sur la salle de vêtements 55 parce que c'était son numéro de chance et a demandé que Hubert de Givenchy, son long-temps designer, soit donné un crédit dans le film pour son parfum.
A self - taught clothing designer , Immonen opened her first design boutique in Helsinki during World War II in 1942 which grew into a success despite the shortages of the ensuing years . ||| Un designer de vêtements auto-enseigné, Immonen a ouvert sa première boutique de design à Helsinki pendant la Seconde Guerre mondiale en 1942 qui a grandi dans un succès malgré les lacunes des années suivantes.
Her mother is a graphic designer and her father , who died when Carré was a teenager , was a designer and forensic animator . ||| Sa mère est un concepteur graphique et son père, qui est décédé quand Carré était adolescent, était un concepteur et un animateur juridique.
French designer and art collector Hubert de Givenchy worked with Lane on her first major coverage of European art and the art market . ||| Le designer et collectionneur d'art français Hubert de Givenchy a travaillé avec Lane sur sa première couverture majeure de l'art européen et du marché de l'art.
A Jewish interior designer living in New York City , she lives with her gay best friend , Will Truman ( played by Eric McCormack ) , for a majority of the series . ||| Un designer d'intérieur juif vivant à New York, elle vit avec son meilleur ami gay, Will Truman (avec Eric McCormack), pour une majorité de la série.
The fashion designer Izawa had made the long journey down with her own handmade wedding dress with the intention of fulfill the couple 's plans of marriage . ||| La conceptrice de la mode Izawa avait fait le long voyage avec sa propre robe de mariage à la main avec l'intention de réaliser les plans de mariage des couples.
Her mother , Patricia MacTaggart , is a London - based interior designer and her father , Xavier Botana , is an Argentinian artist who lives in Buenos Aires . ||| Sa mère, Patricia MacTaggart, est une designer d'intérieur basée à Londres et son père, Xavier Botana, est un artiste argentin qui vit à Buenos Aires.
The designer identified Sévérine through her sexuality , and wanted to showcase the character as " sexy and exceptional and dark " by having her appear as naked as possible . ||| La conceptrice a identifié Sévérine par sa sexualité, et voulait montrer le personnage comme « sexy et exceptionnel et sombre » en la faisant paraître le plus nue possible.
In 1926 , in her first year as a student at the famous Bauhaus design school in Dessau , Germany , the textile designer Margaretha Reichardt undertook a preliminary course run by Josef Albers and László Moholy - Nagy . ||| En 1926, dans son premier an en tant qu'étudiant à la célèbre école de design Bauhaus à Dessau, en Allemagne, la conceptrice textile Margaretha Reichardt a subi un cours préliminaire mené par Josef Albers et László Moholy - Nagy.
Her mother is a fashion designer and her father works in the construction industry . ||| Sa mère est un designer de mode et son père travaille dans l'industrie de la construction.
Costume designer Antonella Cannarozzi was nominated for an Academy Award for Best Costume Design for her work in the film , but the award went to Colleen Atwood for " Alice in Wonderland " . ||| Costume designer Antonella Cannarozzi a été nommée pour un prix Academy pour le meilleur design de costume pour son travail dans le film, mais le prix est allé à Colleen Atwood pour " Alice dans le pays des merveilles ".
Dorothy Wright Liebes ( 14 October 1897 – 20 September 1972 ) was an American textile designer and weaver renowned for her innovative , custom - designed modern fabrics for architects and interior designers . ||| Dorothy Wright Liebes ( 14 octobre 1897 – 20 septembre 1972) était une designer américaine de textiles et de tissus réputée pour ses tissus modernes innovants, personnalisés et conçus pour les architectes et les designers d’intérieur.
A Hearst writer ghost wrote the newspaper page after 1918 , but the designer herself penned the " Good Housekeeping " and " Harper 's Bazaar " features throughout their duration , although the responsibility of producing a regular piece proved difficult , and she missed several deadlines . ||| A Hearst écrivain fantôme a écrit la page du journal après 1918, mais le designer lui-même a écrit les caractéristiques de " Good Housekeeping " et " Harper's Bazaar " tout au long de leur durée, bien que la responsabilité de produire une pièce régulière a été difficile, et elle a manqué plusieurs délais.
Her mother was an interior designer and her father a " pied noir " and a real estate agent . ||| Sa mère était un designer d'intérieur et son père un « pied noir » et un agent immobilier.
The designer first gained international recognition in 2000 with her collection „ Déclaration d’amour à l’Allemagne “ . ||| Le designer a obtenu pour la première fois une reconnaissance internationale en 2000 avec sa collection « Déclaration d’amour à l’Allemagne ».
The designer also draws on her studies of Bohemianism , Dark Romanticism , and love for the literature , art and music of the Decadent movement . ||| Le designer attire également ses études sur le Bohémianisme, le Romanticisme sombre et l'amour pour la littérature, l'art et la musique du mouvement décadent.
AG Hair was founded in 1989 by Lotte Davis , a South African - born graphic designer and her husband John Davis , a hairdresser from Liverpool , in their North Vancouver basement . ||| AG Hair a été fondée en 1989 par Lotte Davis, un graphiste sud-africain né et son mari John Davis, un coiffeur de Liverpool, dans leur bassin de Vancouver du Nord.
Everything is produced in Moscow under the strict control of the designer herself . ||| Tout est produit à Moscou sous le contrôle strict du designer lui-même.
Fashion designer Valentino once commented on her physical resemblance to Marlene Dietrich . ||| Fashion designer Valentino a une fois commenté sur sa ressemblance physique à Marlene Dietrich.
Kanai was born in 1978 to parents with artistic backgrounds , her father being a graphic designer and her mother working for the Japanese fashion designer Issey Miyake . ||| Kanai est née en 1978 à des parents avec un fond artistique, son père est un designer graphique et sa mère travaille pour le designer de la mode japonais Issey Miyake.
No director , choreographer , set designer or costume designer was hired like back in her days as career performer . ||| Aucun directeur, choreographe, designer de set ou designer de costume n'a été embauché comme dans ses jours en tant que réalisateur de carrière.
In 1993 , a Beverly Hills graphic designer who said she had an on-and-off relationship with Sharkey from 1985 to 1991 announced that she was suing Sharkey ' s estate . ||| En 1993, un designer graphique de Beverly Hills qui a dit qu'elle avait une relation avec Sharkey de 1985 à 1991, a annoncé qu'elle était en train de chercher la propriété de Sharkey.
Designer Nicole Miller used Lynn 's " The Last High ( Y - Tron Remix ) " for her Spring 2013 campaign . ||| Designer Nicole Miller a utilisé Lynn's " The Last High ( Y - Tron Remix ) " pour sa campagne de printemps 2013.
Costume designer Daphne Dare used artistic license with her costumes in the serial , since male Aztecs usually only wore brief loincloths and cloaks , while women were often topless . ||| Costume designer Daphne Dare a utilisé une licence artistique avec ses costumes dans la série, puisque les Aztecs masculins n'avaient généralement que de courtes longueurs et de cloaks, tandis que les femmes étaient souvent impitoyables.
Her mother , Tessa , an interior designer spent time with her children playing tennis during their childhood . ||| Sa mère, Tessa, une conceptrice d'intérieur a passé du temps avec ses enfants jouant au tennis pendant leur enfance.
Her maternal grandmother was a talented designer herself , and she displayed talent as a young girl in drawing and making clothes for her dolls . ||| Sa grand-mère maternelle était un designer talentueux elle-même, et elle a montré le talent comme une jeune fille dans le dessin et la fabrication de vêtements pour ses poupées.
Anne Fogarty ( February 2 , 1919 – January 15 , 1980 ) was an American fashion designer , active 1940–80 , who was noted for her understated , ladylike designs that were accessible to American women on a limited income . ||| Anne Fogarty (2 février 1919 – 15 janvier 1980) était un designer de mode américain, actif des années 1940 et 1980, qui a été noté pour ses concepts sous-estimés, qui étaient accessibles aux femmes américaines à un revenu limité.
The designer praised her look and strong photographs , but criticized her runway walk as well as her lack of eye contact . ||| Le designer a loué son look et ses photos fortes, mais a critiqué sa marche à pied ainsi que son manque de contact oculaire.
Her designer was John Henslow , and she was identical with his contemporaneous except that " Echo " was a ship - sloop and " Busy " was a brig - sloop . ||| Son designer était John Henslow, et elle était identique à son contemporain sauf que " Echo " était un navire - sloop et " Busy " était un brig - sloop.
Urai has also worked as a freelance graphic designer and video game journalist and through her work with Microsoft she has been sponsored by the company , wearing an Xbox 360 logo on her gear . ||| Urai a également travaillé comme designer graphique et journaliste de jeux vidéo et par son travail avec Microsoft elle a été sponsorisée par la société, portant un logo Xbox 360 sur son appareil.
In October 2014 , following the publication of the authorised biography Vivienne Westwood by the fashion designer and her co - author Ian Kelly , Gorman accused the authors and the publisher Picador of plagiarising substantial sections of material from his book " " . ||| En octobre 2014, après la publication de la biographie autorisée Vivienne Westwood par le designer de la mode et son co-auteur Ian Kelly, Gorman a accusé les auteurs et l'éditeur Picador de plagiariser des sections substantielles du matériel de son livre ".
Judianna Makovsky ( born August 24 , 1967 ) is an American costume designer , who is perhaps best known for her work on the films " Harry Potter and the Philosopher 's Stone " ( 2001 ) , " Seabiscuit " ( 2003 ) and " The Hunger Games " ( 2012 ) , as well as various films within the Marvel Cinematic Universe . ||| Judianna Makovsky (née le 24 août 1967) est une designer américaine de costumes, qui est certainement la plus connue pour son travail sur les films « Harry Potter et la pierre du philosophe » (2001), « Seabiscuit » (2003) et « Les Jeux de la faim » (2012), ainsi que divers films dans l'univers cinématique Marvel.
One of the former residents of Satoya , however , turns out to be a famous designer who owns a run-down villa on Miyakojima that she offers to let Jun turn into a inn . ||| L'un des anciens résidents de Satoya, cependant, se révèle être une célèbre conceptrice qui possède une villa en descente sur Miyakojima qu'elle propose de laisser Jun se transformer en une maison.
She became a designer herself at the company during the early 1930s and created a number of patterns on bone china and Queen ’s ware for Wedgwood . ||| Elle est devenue elle-même un designer dans l'entreprise au début des années 1930 et a créé un certain nombre de modèles sur l'os de la Chine et le stock de la reine pour Wedgwood.
The designer also said she had to make some adaptations to a suit worn by Ormond , as she is a completely different body shape to her character , Vivien Leigh . ||| Le designer a également dit qu'elle devait faire quelques adaptations à un costume porté par Ormond, car elle est une forme corporelle complètement différente de son personnage, Vivien Leigh.
The American designer Anne Fogarty was particularly noted for her full - skirted designs worn over crinoline petticoats , which were always separate garments from the dress to enable ease of movement and travelling . ||| La conceptrice américaine Anne Fogarty a été particulièrement remarquée pour ses designs pleins et habillés portés sur les pétticoats de crinoline, qui étaient toujours des vêtements séparés de la robe pour faciliter le mouvement et le voyage.
American urban landscape designer Renée Gunter uses this plant in her South Los Angeles lawn as a drought - resistant alternative to thirstier plants . ||| American urban landscape designer Renée Gunter utilise cette plante dans son South Los Angeles lawn comme une alternative résistante à la sécheresse à des plantes de chêne.
When she returned to Alabama she hired a designer for a hand-operated device to keep a windshield clear and had a local company produce a working model . ||| Lorsqu'elle est rentrée à Alabama, elle a embauché un concepteur pour un appareil à main pour garder le vent clair et avait une entreprise locale produisant un modèle de travail.
Shoulder pads originally became popular for women in the 1930s when fashion designer Elsa Schiaparelli included them in her designs of 1931 . ||| Shoulder pads a d'abord été populaire pour les femmes dans les années 1930 quand le designer de la mode Elsa Schiaparelli les a inclus dans ses designs de 1931.
Then the designer insists the home owner leave and do not return to their house in 2 days as the designer and her crew prepares to finish renovating their house with a budget under $ 5000 . ||| Alors le designer insiste sur le départ du propriétaire de la maison et ne revient pas à leur maison en 2 jours comme le designer et son équipage se préparent à terminer la rénovation de leur maison avec un budget inférieur à 5000 $.
Rachel Hauck is a scenic designer based in New York City who is known for her work in Anaïs Mitchell 's musical " Hadestown " on and off - Broadway and in London , John Leguizamo 's " Latin History for Morons " on and off - Broadway , and her extensive off - Broadway work . ||| Rachel Hauck est une scénariste basée à New York qui est connue pour son travail dans le musical d'Anaïs Mitchell " Hadestown " sur et hors - Broadway et à Londres, John Leguizamo " L'histoire latine pour les Morons " sur et hors - Broadway, et son travail extensive hors - Broadway.
Costume designer Karyn Wagner spoke of her role within " The Possibilities " , more so her involvement in the van sequence with Cassidy , Fiore and DeBlanc , wherein Wagner stated , " For a stunt like this , you have to consider what you can get 8 to 12 of , because you nee multiple takes for principal actors . ||| Costume designer Karyn Wagner a parlé de son rôle dans " Les Possibilités ", plus de sa participation dans la séquence van avec Cassidy, Fiore et DeBlanc, dans lequel Wagner a déclaré, " Pour un stunt comme cela, vous devez considérer ce que vous pouvez obtenir 8 à 12, parce que vous ne multiples prennent pour les acteurs principaux.
In her collection " Ariege " , fashion designer Marcela Calvet named one of her most sought - after handbags " Corinne " , in her honor . ||| Dans sa collection « Ariege », la designer de mode Marcela Calvet a nommé l'une de ses plus recherchées - après les sacs " Corinne ", en son honneur.
In 2003 , the designer launched her Dolly Girl fragrance together with several limited edition sets in the Dolly Girl series . ||| En 2003, le designer a lancé son parfum Dolly Girl avec plusieurs sets d'édition limitée dans la série Dolly Girl.
British designer Gina Franklyn sold British fashions out of her shop 99 , located at 99 MacDougal Street in New York 's Greenwich Village . ||| La conceptrice britannique Gina Franklyn a vendu des modèles britanniques à partir de son magasin 99, situé à 99 MacDougal Street dans le village de Greenwich de New York.
She was the eldest daughter of the merchant Herman Kohany ( 1882–1942 ) who perished in the Holocaust under unknown circumstances , and Paulina Kohany , née Raaber ( 1882–1942 ) , a porcelain designer in her youth , who was killed along with her younger daughter Hilde Kohany ( 1920–1942 ) in Treblinka . ||| Elle était la fille la plus âgée du marchand Herman Kohany ( 1882-1942) qui est décédée dans l'Holocauste sous des circonstances inconnues, et Paulina Kohany, née Raaber ( 1882-1942), designer de porcelaine dans sa jeunesse, qui a été tuée avec sa plus jeune fille Hilde Kohany ( 1920-1942) à Treblinka.
Bobbie 's father was theologian Morris S. Seale , her sister was Thea Porter the fashion designer and her brother was writer and journalist Patrick Seale . ||| Bobbie's père était le théologue Morris S. Seale, sa sœur était Thea Porter le designer de la mode et son frère était écrivain et journaliste Patrick Seale.
The biological mother of Mia who was often portrayed as faceless character who lived in New York as fashion designer having her face always covered by a sculpture , in the 1st half of the show . ||| La mère biologique de Mia qui a souvent été portée comme un personnage sans visage qui a vécu à New York comme un designer de mode ayant son visage toujours couvert par une sculpture, dans la première moitié du spectacle.
Two days later the project was revealed to be a hoax perpetrated by Funny Or Die , after the video 's costume designer posted the experience on her online resume . ||| Deux jours plus tard, le projet a été révélé comme un hoax commis par Funny Or Die, après que le concepteur de costume de la vidéo a publié l'expérience sur son CV en ligne.
designer Dhafali Devi won the award for her rug under the Discipline category . ||| designer Dhafali Devi a remporté le prix pour sa bague dans la catégorie Discipline.
The Sui by Anna Sui line and her jeans line continued under operation after the designer left her designer job at Gilmar 's Cento X Cento . ||| Le Sui de la ligne Anna Sui et sa ligne de jeans ont continué à fonctionner après que le designer a quitté son travail de concepteur au Cento X Cento de Gilmar.
As costume designer Rita Riggs described in her 2001 Archive of American Television interview , Lear 's idea was to create the feeling of sepia tones , in an attempt to make viewers feel as if they were looking at an old family album . ||| Comme le décrit Rita Riggs dans son 2001 Archive of American Television interview, l'idée de Lear était de créer la sensation de sons sepia, dans une tentative de rendre les spectateurs se sentent comme s'ils regardaient un vieux album familial.
After her mother 's death , New York City fashion designer Lisa Rayborn ( Natasha Henstridge ) returns to her hometown and family farm . ||| Après la mort de sa mère, Lisa Rayborn (Natasha Henstridge) revient à sa ville natale et à sa ferme familiale.
Rita Ryack is a costume designer who was nominated for an Academy Award for Best Costume Design at the 73rd Academy Awards for her work in " How the Grinch Stole Christmas " . ||| Rita Ryack est une designer de costumes qui a été nommée pour un Academy Award for Best Costume Design au 73ème Academy Awards pour son travail dans " How the Grinch Stole Christmas ".
It is important that in order to be an industrial design the product has to be produced in an industrial way , for example an artisan ca not be considered an industrial designer although she may challenge the same aspects of a product . ||| Il est important que, pour être un design industriel, le produit doit être produit d’une manière industrielle, par exemple, un artisan ne doit pas être considéré comme un designer industriel, bien qu’il puisse défier les mêmes aspects d’un produit.
Elizabeth Florence Emanuel ( née Weiner , born 5 July 1953 ) is a British fashion designer who is best known for designing , with her former husband David Emanuel , the wedding dress worn by Diana , Princess of Wales , in 1981 . ||| Elizabeth Florence Emanuel (née Weiner, 5 juillet 1953) est un designer de mode britannique qui est le plus connu pour la conception, avec son ancien mari David Emanuel, le costume de mariage porté par Diana, princesse de Galles, en 1981.
designer Dhafali Devi won the award for her rug . ||| designer Dhafali Devi a remporté le prix pour son rug.
