Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannara's Mutter ist eine Schmuckdesignerin und ihr Vater ist ein Anwalt.
Two days later the project was revealed to be a hoax perpetrated by Funny Or Die , after the video 's costume designer posted the experience on her online resume . ||| Zwei Tage später wurde das Projekt von Funny Or Die als Hoax gepostet, nachdem das Video's Kostüm-Designer veröffentlicht die Erfahrung auf ihrem Online-Fortsetzung.
designer Dhafali Devi won the award for her rug under the Discipline category . ||| Designer Dhafali Devi gewann den Preis für ihren Teppich unter der Kategorie Disziplin.
The Sui by Anna Sui line and her jeans line continued under operation after the designer left her designer job at Gilmar 's Cento X Cento . ||| Die Sui von Anna Sui Linie und ihre Jeanslinie wurden weitergeführt, nachdem die Designerin ihren Designerjob bei Gilmar's Cento X Cento verlassen hatte.
As costume designer Rita Riggs described in her 2001 Archive of American Television interview , Lear 's idea was to create the feeling of sepia tones , in an attempt to make viewers feel as if they were looking at an old family album . ||| Als Kostümdesignerin Rita Riggs in ihrem 2001 Archive of American Television Interview beschrieben, war Lear's Idee, das Gefühl von Sepia Tönen zu schaffen, in einem Versuch, die Zuschauer fühlen zu lassen, als ob sie auf ein altes Familienalbum schauen.
After her mother 's death , New York City fashion designer Lisa Rayborn ( Natasha Henstridge ) returns to her hometown and family farm . ||| Nach dem Tod ihrer Mutter kehrt die New Yorker Modedesignerin Lisa Rayborn ( Natasha Henstridge) in ihre Heimatstadt und ihre Familienfarm zurück.
Rita Ryack is a costume designer who was nominated for an Academy Award for Best Costume Design at the 73rd Academy Awards for her work in " How the Grinch Stole Christmas " . ||| Rita Ryack ist eine Kostümdesignerin, die für ihre Arbeit in "How the Grinch Stole Christmas" für einen Academy Award für bestes Kostümdesign bei den 73. Academy Awards nominiert wurde.
It is important that in order to be an industrial design the product has to be produced in an industrial way , for example an artisan ca not be considered an industrial designer although she may challenge the same aspects of a product . ||| Es ist wichtig, dass, um ein industrielles Design zu sein, das Produkt in einer industriellen Art und Weise produziert werden muss, zum Beispiel ein Handwerker ca nicht als Industriedesigner angesehen werden, obwohl sie die gleichen Aspekte eines Produkts herausfordern kann.
Elizabeth Florence Emanuel ( née Weiner , born 5 July 1953 ) is a British fashion designer who is best known for designing , with her former husband David Emanuel , the wedding dress worn by Diana , Princess of Wales , in 1981 . ||| Elizabeth Florence Emanuel (geborene Weiner, geboren am 5. Juli 1953) ist eine britische Modedesignerin, die am besten für die Gestaltung bekannt ist, mit ihrem ehemaligen Ehemann David Emanuel, das Hochzeitskleid getragen von Diana, Prinzessin von Wales, in 1981.
designer Dhafali Devi won the award for her rug . ||| Designer Dhafali Devi gewann den Preis für ihren Teppich.
The designer Jill Richards , herself a Hollywood actress of around the same era , favoured it in her collections of the 1970s , attracting a clientele of names such as Nancy Reagan . ||| Die Designerin Jill Richards, selbst eine Hollywood-Schauspielerin rund um die gleiche Zeit, favorisierte es in ihren Sammlungen der 1970er Jahre, zieht eine Klientel von Namen wie Nancy Reagan.
Beulah Elizabeth Hazelrigg Brown ( November 24 , 1892 – March 26 , 1987 ) was a Hoosier painter , educator , and textile designer who is best known for her bold , colorful , abstract patterns for fabrics , as well as figure , genre , landscapes , and floral still - life paintings in watercolor , her preferred media . ||| Beulah Elizabeth Hazelrigg Brown (24. November 1892 – 26. März 1987) war ein Hoosier Maler, Pädagoge und Textildesigner, die am besten bekannt ist für ihre fetten, bunten, abstrakten Muster für Stoffe, sowie Figur, Genre, Landschaften und Blumenstille - Lebensgemälde in Aquarell, ihre bevorzugten Medien.
Chanel chief designer Karl Lagerfeld noted Zhou Xun for her strong fashion sense , describing the actress as " a synthesis of young Coco Chanel and Ballet Troupe Zizi Jeanmaire . " ||| Chanel Chefdesigner Karl Lagerfeld bemerkte Zhou Xun für ihre starke Mode Sinn, beschreibt die Schauspielerin als "eine Synthese der jungen Coco Chanel und Ballet Troupe Zizi Jeanmaire. "
She portrayed fashion designer `` Margo Lynley '' from the serial ' s inception until 1992 when she left to begin a family . ||| Sie porträtierte Modedesigner `` Margo Lynley '' von der Serie's Anfang bis 1992, als sie ging, um eine Familie zu beginnen.
Under the label " LalicA " , the designer has produced her clothing line since 2002 . ||| Unter dem Label " LalicA " produziert die Designerin seit 2002 ihre Bekleidungslinie.
He also brought first - time collaborators production designer Barbara Ling based on her work in recreating historical settings in " The Doors " , and costume designer Arianne Phillips , who had a strong client list to her name including Tom Ford , James Mangold and Madonna . ||| Er brachte auch erste Zeit Mitarbeiter Produktion Designer Barbara Ling auf der Grundlage ihrer Arbeit bei der Wiederherstellung historischen Einstellungen in " Die Türen ", und Kostümdesigner Arianne Phillips, die eine starke Kundenliste auf ihren Namen hatte, einschließlich Tom Ford, James Mangold und Madonna.
Pope opted to leave Naughty Dog around 2010 , after " " was released , to move to Saitama , Japan , along with his wife Keiko , a game designer herself . ||| Papst entschied sich, Naughty Dog um 2010 verlassen, nachdem "" wurde veröffentlicht, um nach Saitama, Japan, zusammen mit seiner Frau Keiko, ein Spieldesigner selbst zu bewegen.
Production designer Mihaela Poenaru drew on her recollections of the period to prepare the locations . ||| Die Produktionsdesignerin Mihaela Poenaru zog ihre Erinnerungen an die Zeit, um die Orte vorzubereiten.
Regarding The Silence of the Lambs mentioned above , I remember a behind-the-scenes documentary on it , and in it the costume designer for the film mentioned that she specifically strove for more ageless clothing for everyone , rather than what would have been characteristic of the early 1990s . ||| In Bezug auf die Stille der Lämmer erwähnt, Ich erinnere mich an eine Dokumentation hinter den Kulissen darüber, und in ihm die Kostümdesignerin für den Film erwähnt, dass sie speziell für mehr zeitlose Kleidung für alle, anstatt das, was charakteristisch für die frühen 1990er Jahre gewesen wäre.
Olga , the main character , wants to be a costumes and set designer and her dreams come true when she works as an assistant for the famous edition of " La Traviata " directed by Luchino Visconti in 1955 . ||| Olga, die Hauptfigur, will eine Kostüme und Set Designer und ihre Träume wahr werden, wenn sie arbeitet als Assistentin für die berühmte Ausgabe von "La Traviata " von Luchino Visconti in 1955.
This episode introduces the station ' s graphics designer , Mona , as she draws pictures for Nas ' story for the children ' s segment `` Listen With Frank '' . ||| Diese Episode stellt die Station's Grafikdesigner, Mona, wie sie Bilder für Nas 'Geschichte für die Kinder's Segment `` Hören Sie mit Frank ''.
At the same time , the designer wanted her creations to be equally as interesting on an intellectual level for parents to enjoy also . ||| Gleichzeitig wollte die Designerin, dass ihre Kreationen auf intellektueller Ebene ebenso interessant für die Eltern sind.
Although costume designer Vasuki Baskar wrote on her social media account that the first look of the film would be released on 13 November , during the Diwali festival , it was unveiled on 15 December 2012 at Yuvan Shankar Raja 's concert in Malaysia . ||| Obwohl Kostümdesigner Vasuki Baskar auf ihrem Social-Media-Account schrieb, dass der erste Blick des Films am 13. November erscheinen würde, während des Diwali Festivals, wurde es am 15. Dezember 2012 bei Yuvan Shankar Raja's Konzert in Malaysia enthüllt.
Jenny Hellström ( born 1976 in Hofors , Gästrikland ) is both the name of a Swedish designer and her clothing brand . ||| Jenny Hellström (geboren 1976 in Hofors, Gästrikland) ist sowohl der Name einer schwedischen Designerin als auch ihrer Bekleidungsmarke.
After World War II the famous designer reestablished herself . ||| Nach dem Zweiten Weltkrieg hat sich die berühmte Designerin wieder etabliert.
Prominent Lithuanian clothing designer usually organizes his collections presentations in Vilnius . ||| Prominenter litauischer Bekleidungsdesigner organisiert in der Regel seine Kollektionen Präsentationen in Vilnius.
For example , if one worker designs cars and another builds them , the designer will use his cognitive skills more frequently than the builder . ||| Wenn zum Beispiel ein Arbeiter Autos entwirft und ein anderer sie baut, wird der Designer seine kognitiven Fähigkeiten häufiger als der Erbauer nutzen.
In 2017 , it was reported that the designer of Comic Sans had only used his typeface once . ||| 2017 wurde berichtet, dass der Designer von Comic Sans seine Schrift nur einmal benutzt hatte.
Nilssen maintains that the ovens were designed by Torsten Hoff , a renowned designer of ovens , who established himself as a sculptor in Christiania in 1711 , working there until his 1754 death . ||| Nilssen behauptet, dass die Öfen wurden von Torsten Hoff, ein renommierter Designer von Öfen, die etablierte sich als Bildhauer in Christiania im Jahre 1711, arbeiten dort bis zu seinem Tod 1754.
There is a chance that additional information could impede the reusability of the service as the service consumer designer may streamline his design based on this knowledge . ||| Es besteht die Chance, dass zusätzliche Informationen die Wiederverwendbarkeit des Dienstes behindern könnten, da der Dienstleistungsverbraucher sein Design aufgrund dieses Wissens rationalisieren kann.
Elwood Engel , famous for being lead designer of the 1961 Lincoln Continental and for his work as chief designer at Chrysler in the 1960s , was Staff Stylist ( and consequently roamed all of the design studios ) at Ford during this period and worked very closely with John Najjar in developing not only the 1958 , but also the 1959 update . ||| Elwood Engel, berühmt für seine leitenden Designer des 1961 Lincoln Continental und für seine Arbeit als Chefdesigner bei Chrysler in den 1960er Jahren, war Staff Stylist ( und folglich durchstreifen alle Design-Studios ) bei Ford in dieser Zeit und arbeitete sehr eng mit John Najjar in der Entwicklung nicht nur die 1958, sondern auch die 1959 Update.
A successful and well known designer and craftsman in hand wrought silver jewelry by vocation , Joe 's greatest creative drive went into his work in sculpture . ||| Ein erfolgreicher und bekannter Designer und Handwerker in der Hand schmiedete Silberschmuck von Berufung, Joe's größte kreative Antrieb ging in seine Arbeit in der Skulptur.
He , probably more than any designer knew his customer and understood her . " ||| Er, wahrscheinlich mehr als jeder Designer kannte seinen Kunden und verstand sie. "
O. S. Nock describes it as ‘ the most disappointing and tactless act in his short and stormy career as CME , ’ and Allen stated ‘ he turned it into a machine of such hideous appearance as might well have made its designer turn in his grave . ||| O. S. Nock beschreibt es als ‘ die enttäuschendste und taktlose Tat in seiner kurzen und stürmischen Karriere als CME, sagte, und Allen,, er verwandelte es in eine Maschine von so abscheulichem Aussehen, als hätte auch seine Designer in seinem Grab drehen.
In October 1998 , Hyundai complained to the BBC about what they described as " bigoted and racist " comments he made at the Birmingham Motor Show , where he was reported as saying that the people working on the Hyundai stand had " eaten a dog " and that the designer of the Hyundai XG had probably eaten a spaniel for his lunch . ||| Im Oktober 1998 beschwerte sich Hyundai bei der BBC über das, was sie als " bigott und rassistisch " Kommentare, die er auf der Birmingham Motor Show, wo er wurde berichtet, dass die Menschen, die auf dem Hyundai Stand hatte "verzehrt einen Hund " und dass der Designer der Hyundai XG hatte wahrscheinlich ein Spaniel für sein Mittagessen gegessen.
In his " New York Times " review , Frank Rich wrote : " In his brilliant lighting ... the designer Dennis Parichy has captured the entire spectrum of weather known to habitues of New England beaches in August . ||| In seiner " New York Times " Bewertung, Frank Rich schrieb: " In seiner brillanten Beleuchtung... der Designer Dennis Parichy hat das gesamte Spektrum des Wetters bekannt, um Habitues von New England Strände im August gefangen.
Pfitzner , a “ designer of high - class gasoline motors , transmissions , and gears ” was employed by Glen Curtiss at his Hammondsport factory . ||| Pfitzner, ein Designer von hochwertigen Benzinmotoren, Getrieben und Getrieben, wurde von Glen Curtiss in seiner Hammondsport-Fabrik eingesetzt.
The designers were able to create a room for Italy , Mexico or Thailand , with one paint can being empty , which let that one designer choose whatever country he wanted . ||| Die Designer waren in der Lage, einen Raum für Italien, Mexiko oder Thailand zu schaffen, mit einer Farbe kann leer sein, die lassen, dass ein Designer wählen, welches Land er wollte.
In the former case , device drivers may be required which the system designer may or may not be able to rely on if he has no control over the client device -LRB- as in the case of authentication to a public website -RRB- . ||| Im ersten Fall können Gerätetreiber erforderlich sein, auf die sich der Systemdesigner verlassen kann oder nicht kann, wenn er keine Kontrolle über das Client-Gerät hat -LRB- wie im Falle der Authentifizierung auf einer öffentlichen Website -RRB-.
1520–1601 ) was a Franc - comtois sculptor , trained as a " menuisier " or wood - worker ; as a designer of Mannerist ornaments , his published designs , such as " Oevvre de la diversite des termes , do nt on use en architecture , reduicts en ordres " , Lyon , 1572 , inspired luxury furnishings , such as dressoires , armoires and cabinets . ||| 1520–1601) war ein Franc - Comtois Bildhauer, ausgebildet als "Menülier " oder Holz - Arbeiter; als Designer von Mannerist Ornamente, seine veröffentlichten Designs, wie " Oevvre de la diversite des termes, do nt on use en architecture, retuicts en ordres ", Lyon, 1572, inspirierte Luxusmöbel, wie dressoires, Schranken und Schränke.
From the leftovers of the furniture production the young designer started to create leather bags and accessoires since he did not want to waste any material and started to sell them along with his furniture collection at trade fairs . ||| Aus den Resten der Möbelproduktion begann der junge Designer Ledertaschen und Accessoires zu kreieren, da er kein Material verschwenden wollte und sie zusammen mit seiner Möbelkollektion auf Messen zu verkaufen begann.
D'Or is married to Pazit , formerly a jewelry designer and now his manager . ||| D'Or ist mit Pazit verheiratet, ehemals Schmuckdesigner und jetzt sein Manager.
Trinidadian designer Peter Minshall is renowned not only for his Carnival costumes but also for his role in opening ceremonies of the Barcelona Olympics , the 1994 FIFA World Cup , the 1996 Summer Olympics , and the 2002 Winter Olympics , for which he won an Emmy Award . ||| Der Trinidad-Designer Peter Minshall ist nicht nur für seine Karnevalskostüme bekannt, sondern auch für seine Rolle bei der Eröffnung der Olympischen Spiele in Barcelona, der FIFA-Weltmeisterschaft 1994, der Olympischen Sommerspiele 1996 und der Olympischen Winterspiele 2002, für die er einen Emmy Award gewann.
Alice and Ginevra show a perfect mastery of the runway in their respective performances and the designer points them as his own favorites . ||| Alice und Ginevra zeigen in ihren jeweiligen Performances eine perfekte Meisterschaft über die Piste und der Designer zeigt sie als seine eigenen Favoriten.
Designer Gutzon Borglum constantly praised Luigi for his great abilities as a classically trained stone carver : " He is worth any three men in America for this particular type of work . " ||| Designer Gutzon Borglum lobte Luigi ständig für seine großen Fähigkeiten als klassisch ausgebildeter Steinschnitzer: "Er ist wert alle drei Männer in Amerika für diese besondere Art von Arbeit. "
When the hydro bus disintegrated on landing , the chief designer and his assistant were strapped into the G-45 for a test drop ; they survived , but the project was cancelled . ||| Als der Hydrobus bei der Landung zerfiel, wurden der Chefdesigner und sein Assistent für einen Testfall in die G-45 eingeschnallt; sie überlebten, aber das Projekt wurde abgesagt.
Fashion designer Paul Poiret commented in his autobiography " King of Fashion " , " I shall always see Mounet - Sully in " Oedipus Rex " , blind , coming down the steps of the temple , and saying in a suave voice : ' Children of ancient Cadmus , young successors . . . ' ||| Modedesigner Paul Poiret kommentierte in seiner Autobiographie "König der Mode ", "Ich werde immer sehen, Mounet - Sully in " Ödipus Rex ", blind, kommen die Stufen des Tempels, und sagen, in einer suave Stimme:'Kinder des alten Cadmus, junge Nachfolger... '
He appeared on the cover of MIDWEEK and at 23 was called `` AMERICA ' S HOTTEST DESIGNER '' that fall he was the winner of the VH1 Reality Show called `` Glam GOD '' hosted by Vivica A . ||| Er erschien auf dem Cover von MIDWEEK und mit 23 hieß er `` AMERICA 'S HOTTEST DESIGNER '', dass Herbst war er der Gewinner der VH1 Reality Show namens `` Glam GOD '' von Vivica A gehostet.
Benjamin George Bowden ( 3 June 1906 – 6 March 1998 ) was a British industrial designer , who is known mostly for his work on automobiles and bicycles . ||| Benjamin George Bowden (3. Juni 1906 – 6. März 1998) war ein britischer Industriedesigner, der vor allem für seine Arbeit an Automobilen und Fahrrädern bekannt ist.
The Soviets also captured schematics for the gun and the designer himself . ||| Die Sowjets haben auch Schaltpläne für die Waffe und den Designer selbst eingefangen.
The former chief designer of Audi Hartmut Warkuss saw his talent and potential immediately and offered him a scholarship for the Royal College of Art in London , the international elite college in design . ||| Der ehemalige Chefdesigner von Audi Hartmut Warkuss sah sein Talent und Potenzial sofort und bot ihm ein Stipendium für das Royal College of Art in London, der internationalen Elitehochschule für Design.
In Italy , the designer Gio Ponti was famous for his streamlined designs . ||| In Italien war der Designer Gio Ponti für seine stromlinienförmigen Designs berühmt.
Tom Tjaarda ( July 23 , 1934 – June 2 , 2017 ) was an automobile designer noted for his work on a broad range of automobiles — estimated at over eighty — from exotic sports cars including the Ferrari 365 California , De Tomaso Pantera and Aston Martin Lagonda Coupé to high - volume popular cars including the first generation Ford Fiesta ( 1972 ) and the Fiat 124 Spider ( 1966 ) . ||| Tom Tjaarda ( 23. Juli 1934 – 2. Juni 2017) war ein Automobildesigner, der für seine Arbeit an einer breiten Palette von Automobilen bekannt war – geschätzt auf über achtzig – von exotischen Sportwagen wie dem Ferrari 365 California, De Tomaso Pantera und Aston Martin Lagonda Coupé bis hin zu hochvolumigen beliebten Autos, darunter die erste Generation Ford Fiesta ( 1972) und dem Fiat 124 Spider ( 1966).
The designer of the structure is unknown , however , it was possibly Jensen himself , or his friend , prairie school architect Hugh Garden . ||| Der Designer der Struktur ist unbekannt, jedoch war es möglicherweise Jensen selbst, oder sein Freund, Prärie Schule Architekt Hugh Garden.
Aside from music , Shelby is a UX Designer / Graphic Designer / Painter and his work spans from album layouts ( most notably Ire Works by The Dillinger Escape Plan ) , logos and interface designs . ||| Abgesehen von der Musik, Shelby ist ein UX Designer / Graphic Designer / Painter und seine Arbeit reicht von Album-Layouts (insbesondere Ire Works von The Dillinger Escape Plan ), Logos und Interface-Designs.
There were two dirt track race cars called " Jimmy " and " Jimmy , Jr. " after the chief designer and his son . ||| Es gab zwei Dirt-Track-Rennwagen namens " Jimmy " und " Jimmy, Jr. " nach dem Chefdesigner und seinem Sohn.
The rifle 's designer , Mikhail Kalashnikov lived in Izhevsk until his death in 2013 . ||| Das Gewehr's Designer, Michail Kalaschnikov lebte in Ischevsk bis zu seinem Tod im Jahr 2013.
He trained from 1701 to 1702 with the Brussels tapestry designer Lodewijk van Schoor who had established himself in Antwerp in 1696 . ||| Er trainierte von 1701 bis 1702 bei dem Brüsseler Wandteppichdesigner Lodewijk van Schoor, der sich 1696 in Antwerpen niedergelassen hatte.
In 2014 , American firearms designer Jim Sullivan provided a video interview regarding his contributions to the M16 / M4 family of rifles when working for Armalite . ||| 2014 stellte der amerikanische Waffendesigner Jim Sullivan ein Videointerview über seine Beiträge zur Waffenfamilie M16 / M4 bei der Arbeit für Armalite zur Verfügung.
Lithgow was chief draughtsman - designer and his work was crucial to their strategy of standardising hull shapes and components , thus increasing efficiency and profitability . ||| Lithgow war Chef- Zeichner - Designer und seine Arbeit war entscheidend für ihre Strategie der Standardisierung von Rumpfformen und Komponenten, wodurch Effizienz und Rentabilität zu erhöhen.
His father was a movie theatre projector designer and his grandfather made parts for phonograph machines . ||| Sein Vater war Filmtheaterprojektor-Designer und sein Großvater machte Teile für Phonographenmaschinen.
Mayén was an industrial designer , and following his graduation from Columbia , taught classes in advertising design at his alma mater , Cooper Union , and The New School , both in Manhattan . ||| Mayén war ein Industriedesigner, und nach seinem Abschluss von Columbia, unterrichtete Klassen in Werbedesign an seiner Alma Mater, Cooper Union, und The New School, beide in Manhattan.
The designer saw his original clothing at the National Museum of Costume . ||| Der Designer sah seine ursprüngliche Kleidung im National Museum of Costume.
Indeed , models basically play the same role in economics as in fashion : they provide an articulated frame on which to show off your material to advantage ... ; a useful role , but fraught with the dangers that the designer may get carried away by his personal inclination for the model , while the customers may forget that the model is more streamlined than reality . ||| In der Tat, Modelle spielen im Grunde die gleiche Rolle in der Wirtschaft wie in der Mode: sie bieten einen artikulierten Rahmen, auf dem Ihr Material zum Vorteil zu zeigen...; eine nützliche Rolle, aber mit den Gefahren, dass der Designer kann von seiner persönlichen Neigung für das Modell getragen werden, während die Kunden vergessen, dass das Modell ist schlanker als die Realität.
Despite his initial anger , the designer , Walter Allward , sees amazing carving skills within Klara , and how the portrait of the young man 's face increases the much desired allegory for those youthful men who were lost in the war . ||| Trotz seiner anfänglichen Wut, der Designer, Walter Allward, sieht erstaunliche Schnitzkünste innerhalb Klara, und wie das Porträt des jungen Mannes Gesicht erhöht die begehrte Allegorie für die jugendlichen Männer, die im Krieg verloren waren.
Internationally acclaimed Ghanaian - British designer Ozwald Boateng introduced African print suits in his 2012 collection . ||| International gefeierter Ghanaer - Der britische Designer Ozwald Boateng stellte afrikanische Printanzüge in seiner Kollektion 2012 vor.
The designer Romeo Gigli used me as his muse , and designed an entire collection on me . ||| Der Designer Romeo Gigli benutzte mich als seine Muse und entwarf eine ganze Kollektion auf mir.
In his book , " Craft of Gardens " , the garden designer Ji Cheng wrote : " The spirit and the charm of mountains and forests must be studied in depth ; ... only the knowledge of the real permits the creation of the artificial , so that the work created possesses the spirit of the real , in part because of divine inspiration , but especially because of human effort . ||| In seinem Buch, "Handwerk der Gärten ", schrieb der Garten-Designer Ji Cheng: "Der Geist und der Charme der Berge und Wälder müssen tief studiert werden;... nur das Wissen der realen erlaubt die Schaffung der künstlichen, so dass die geschaffene Arbeit besitzt den Geist der realen, zum Teil wegen der göttlichen Inspiration, aber vor allem wegen der menschlichen Anstrengung.
Fashion designer Jasper Conran is his son with his second wife , writer Shirley Conran . ||| Modedesigner Jasper Conran ist sein Sohn mit seiner zweiten Frau, Schriftsteller Shirley Conran.
Costume designer William Ware Theiss began working on new designs for the Starfleet uniforms , some based on his creations for " The Original Series " , others being a radical departure . ||| Kostümdesigner William Ware Theiss begann mit der Arbeit an neuen Designs für die Sternenflotte Uniformen, einige basierend auf seinen Kreationen für "Die Originalserie ", andere sind ein radikaler Abgang.
The game 's designer , Phil Fish , became renowned in a way unusual for game developers due to his prominence in " " , which released in 2012 . ||| Das Spiel's Designer, Phil Fish, wurde bekannt in einer Weise ungewöhnlich für Spieleentwickler aufgrund seiner Prominenz in ", die im Jahr 2012 veröffentlicht.
Billionaire industrial designer , and founder of the Dyson company , James Dyson has pledged his support for the project . ||| Billionaire Industriedesigner, und Gründer der Firma Dyson, James Dyson hat seine Unterstützung für das Projekt zugesagt.
Philip Anthony Treacy ( born 26 May 1967 ) is an Irish award - winning haute couture milliner , or hat designer , who has been mostly based in London for his career , and who was described by " Vogue " magazine as " perhaps the greatest living milliner " . ||| Philip Anthony Treacy (geboren 26. Mai 1967 ) ist ein irischer preisgekrönter Haute Couture Milliner, oder Hutdesigner, der vor allem in London für seine Karriere, und wurde von " Vogue " Magazin als " vielleicht der größte lebende Milliner " beschrieben.
During the first years of the SECR , express passenger services were well served by Wainwright ' s ' D ' and ' E ' 4-4-0 classes but loads continued to increase and by 1912 the designer realised that he would soon need more powerful locomotives . ||| Während der ersten Jahre der SECR, Express-Passagierdienste wurden gut bedient von Wainwright's'D'und'E'4-4-0 Klassen, aber die Lasten weiter zu erhöhen und bis 1912 der Designer erkannte, dass er bald mehr leistungsstarke Lokomotiven benötigen würde.
Macdonald 's training as a designer and his interest in children 's paintings encouraged his experimentation with abstract art . ||| Macdonald's Ausbildung als Designer und sein Interesse an Kinderbildern ermutigte sein Experimentieren mit abstrakter Kunst.
Francesco Laparelli was the city 's principal designer and his plan departed from medieval Maltese architecture , which exhibited irregular winding streets and alleys . ||| Francesco Laparelli war der wichtigste Designer der Stadt und sein Plan ging von der mittelalterlichen maltesischen Architektur, die unregelmäßig gewundenen Straßen und Gassen ausgestellt.
Every year , the designer takes his guests into a surreal world . ||| Jedes Jahr nimmt der Designer seine Gäste in eine surreale Welt mit.
As the lead designer in the firm Bebb and Gould , with his partner , Charles H. Bebb , Gould was responsible for many notable Pacific Northwest buildings , such as the original Seattle Art Museum and for the campus plan of the University of Washington . ||| Als Lead Designer in der Firma Bebb und Gould, mit seinem Partner, Charles H. Bebb, war Gould verantwortlich für viele bemerkenswerte Pacific Northwest Gebäude, wie das ursprüngliche Seattle Art Museum und für den Campusplan der University of Washington.
Fashion designer Paul Poiret played himself . ||| Modedesigner Paul Poiret hat sich selbst gespielt.
In this session , the designer Charles - Nicolas Cochin was also admitted for his design of that print . ||| In dieser Session wurde auch der Designer Charles - Nicolas Cochin für sein Design dieses Drucks zugelassen.
In 2010 , the designer presented his forth collection , " Slave " , as a part of Fashion East Menswear Installation . ||| Im Jahr 2010 präsentierte der Designer seine vierte Kollektion, "Slave ", als Teil von Fashion East Menswear Installation.
Michael McDonald ( born c. 1963 ) is an American costume designer who was nominated for both a Tony Award and a Drama Desk Award in 2009 for his work on the Broadway revival of the musical " Hair " . ||| Michael McDonald (geb. 1963) ist ein amerikanischer Kostümdesigner, der 2009 für seine Arbeit an der Broadway-Wiederbelebung des Musicals "Haar" für einen Tony Award und einen Drama Desk Award nominiert wurde.
The designer of the game , Kevin Wilson , claims that he can win equally well no matter which team he is playing . ||| Der Designer des Spiels, Kevin Wilson, behauptet, dass er genauso gut gewinnen kann, egal welches Team er spielt.
The head designer discussed his casting : " It seemed like a great idea to me , as casting through Instagram seemed cool , current and strong . ||| Der Chefdesigner diskutierte sein Casting: "Es schien mir eine tolle Idee, als Casting durch Instagram schien cool, Strom und stark.
The fashion designer Alexander McQueen committed suicide by hanging himself at his flat in 7 Green Street in 2010 . ||| Der Modedesigner Alexander McQueen beging Selbstmord, indem er sich 2010 in seiner Wohnung in der 7 Green Street erhängte.
Fez " designer and Polytron founder Phil Fish gained celebrity status for his outspoken public persona and his prominence in the 2012 documentary " " , which detailed " Fez " final stages of development and Polytron 's related legal issues . ||| Fez "Designer und Polytron-Gründer Phil Fish gewann Berühmtheit Status für seine ausgesprochene öffentliche Persona und seine Prominenz in der 2012 Dokumentation " ", die detaillierte " Fez " final stages of development und Polytron's verwandte rechtliche Fragen.
Production designer Simon Bowles won an award from the British Film Designers Guild on 27 January 2013 for his production design on this film . ||| Der Produktionsdesigner Simon Bowles wurde am 27. Januar 2013 für sein Produktionsdesign zu diesem Film von der British Film Designers Guild ausgezeichnet.
The designer , Draper Kauffman , had been trying to develop a `` global strategy game '' for many years when he received a copy of Illuminati . ||| Der Designer, Draper Kauffman, hatte seit vielen Jahren versucht, ein `` globales Strategiespiel '' zu entwickeln, als er eine Kopie von Illuminati erhielt.
Mannara 's mother is a jewellery designer and her father is a lawyer . ||| Mannaras Mutter ist Schmuckdesignerin und ihr Vater ist Anwalt.
Tsukiko Sagi , a shy character designer who created the immensely popular pink dog Maromi , finds herself under pressure to repeat her success . ||| Tsukiko Sagi, ein schüchterner Charakter-Designer, der den ungeheuer beliebten rosa Hund Maromi geschaffen hat, findet sich unter Druck, ihren Erfolg zu wiederholen.
Costume designer Julie Weiss was also nominated for her work , but lost out to James Acheson of " Restoration " . ||| Kostümdesignerin Julie Weiss wurde auch für ihre Arbeit nominiert, verlor aber an James Acheson von "Restaurierung".
This event cemented the growing partnership with Stella Jean , as the designer is expanding her work to more countries where the Initiative works : ||| Diese Veranstaltung zementierte die wachsende Partnerschaft mit Stella Jean, wie die Designerin ihre Arbeit in mehr Länder, in denen die Initiative arbeitet erweitert :
The designer opened her first retail location in 1992 at 113 Greene Street in New York City 's Soho District . ||| Die Designerin eröffnete 1992 ihren ersten Einzelhandelsstandort an der 113 Greene Street in New York Citys Soho District.
The designer of Dior Fine Jewelry Victoire de Castellane launched her own watch named " Le D de Dior " ( French : " The D of Dior " ) . ||| Der Designer von Dior Fine Jewelry Victoire de Castellane startete ihre eigene Uhr namens "Le D de Dior " ( Französisch : " The D of Dior " ).
Today she is looking to sell off its Donna Karan business , less than a year after the fashion designer stepped down from her namesake brand . ||| Heute ist sie auf der Suche, aus seinem Donna Karan Geschäft zu verkaufen, weniger als ein Jahr, nachdem die Modedesignerin trat von ihrer Namensvetter Marke.
Paris was the final destination during the winter show season and British designer Vivienne Westwood made her the lead model in her show . ||| Paris war das Endziel während der Winterschausaison und die britische Designerin Vivienne Westwood machte sie zum Leitmodell ihrer Show.
was a British costume designer , who was nominated for Academy Awards for her designs on " Agatha " ( 1979 ) and " Reds " ( 1981 ) . ||| war eine britische Kostümdesignerin, die für ihre Entwürfe " Agatha" (1979) und "Reds" (1981) für Academy Awards nominiert wurde.
From that time the designer choosed her very individual way supperted by strong partners such as The Space Cinema in Piazza Duomo e la Rinascente Milano in february 2020 . ||| Von da an wählte die Designerin ihre ganz individuelle Art, von starken Partnern wie The Space Cinema in Piazza Duomo e la Rinascente Milano im Februar 2020 zu Abend zu essen.
